Player,Year,Games Played,Win Share, relevancy
Jerry Smith,2012,5,0.0, 0.017496486303347814
Trey Thompkins,2012,24,0.0, 0.08226921357607507
Mychel Thompson,2012,5,-0.2, 0.014346880004135218
Edwin Ubiles,2012,4,0.0, 0.014087395394256907
Ben Uzoh,2012,60,0.7, 0.2160201083505919
Von Wafer,2012,200,3.3, 0.7342377175130831
Ben Wallace,2012,1088,93.5, 5.181982885730692
Darryl Watkins,2012,14,-0.1, 0.0466035013355597
Delonte West,2012,432,24.4, 1.8574302729891028
Jordan Williams,2012,43,1.3, 0.16751438179368425
Sean Williams,2012,137,3.0, 0.5147405807915368
Shelden Williams,2012,361,9.9, 1.3870383617507351
Maurice Ager,2011,82,-1.0, 0.26429589023134376
Malik Allen,2011,478,6.800000000000001, 1.7371305359006348
David Andersen,2011,103,1.6, 0.3768316812120166
Carlos Arroyo,2011,569,20.099999999999998, 2.2568066275255454
Marcus Banks,2011,348,6.6000000000000005, 1.2907991114196042
Charlie Bell,2011,376,12.5, 1.4791670427009214
Derrick Caracter,2011,41,0.3, 0.14499560390349836
Rodney Carney,2011,299,6.2, 1.1174544442757244
Jarron Collins,2011,542,15.7, 2.095469834397414
Sherron Collins,2011,20,-0.2, 0.06553067906455776
Marcus Cousin,2011,4,0.0, 0.014134830818315815
Antonio Daniels,2011,872,47.10000000000001, 3.7149580233737916
Zabian Dowdell,2011,24,-0.1, 0.08074184585052768
Ronald Dupree,2011,157,1.9, 0.5656469997517447
Patrick Ewing,2011,1190,126.39999999999999, 6.047867830102496
Joey Graham,2011,377,7.8999999999999995, 1.4101351887281224
Stephen Graham,2011,239,1.6, 0.8404680448483802
Orien Greene,2011,131,-0.7, 0.4360657542256171
Luther Head,2011,348,14.8, 1.4199329696873209
Eddie House,2011,717,20.099999999999998, 2.7613520820710002
Zydrunas Ilgauskas,2011,843,66.4, 3.9200313948841714
D.J. Mbenga,2011,234,2.4000000000000004, 0.8360210154997761
Darnell Jackson,2011,138,1.2, 0.48985065043177317
Eugene Jeter,2011,62,0.7, 0.22288572559283265
Nenad Krstić,2011,419,21.5, 1.7674902352563975
Acie Law,2011,188,1.5999999999999999, 0.6666044084847439
Gani Lawal,2011,1,0.0, 0.003907558091043089
Sean Marks,2011,230,2.6999999999999997, 0.8271090613122314
Antonio McDyess,2011,1015,69.8, 4.559938338334422
Pops Mensah-Bonsu,2011,61,0.3, 0.21317742208531654
Yao Ming,2011,486,66.0, 2.6966867277402917
Shaquille O'Neal,2011,1207,181.60000000000005, 6.97511371413972
Fabricio Oberto,2011,336,13.599999999999998, 1.3601262409829542
Morris Peterson,2011,711,35.7, 2.9865668279550373
James Posey,2011,864,51.699999999999996, 3.760126240982954
Leon Powe,2011,239,12.0, 1.0042475724074353
Theo Ratliff,2011,810,47.8, 3.5146180090573993
Andy Rautins,2011,5,-0.2, 0.014394315428194126
Quinton Ross,2011,458,7.7, 1.6831219460652735
Garret Siler,2011,21,0.1, 0.07366417942246757
Joe Smith,2011,1030,60.2, 4.459893599608581
Darius Songaila,2011,495,15.9, 1.9383921679693537
Peja Stojaković,2011,804,82.5, 4.04062015651624
Pape Sy,2011,3,0.0, 0.010725739909224905
Jermaine Taylor,2011,65,0.2, 0.22523898257207386
Etan Thomas,2011,409,14.700000000000001, 1.62631271199226
Al Thornton,2011,296,6.200000000000001, 1.1072271715484518
Ime Udoka,2011,316,8.8, 1.2163538716200337
Willie Warren,2011,19,0.2, 0.06842080075389205
Kyle Weaver,2011,73,1.5, 0.272984150789683
Mario West,2011,162,1.4, 0.5748184385491677
Jason Williams,2011,788,38.6, 3.29473611929362
Jawad Williams,2011,90,0.6000000000000001, 0.3167654678977718
Antoine Wright,2011,297,3.0999999999999996, 1.0618173648197473
Julian Wright,2011,231,3.9000000000000004, 0.8494157900165978
Joe Alexander,2010,67,0.4, 0.23525919494062475
Rafer Alston,2010,671,32.8, 2.804586324503975
Antonio Anderson,2010,1,0.0, 0.00395998234219958
Chucky Atkins,2010,696,27.8, 2.8110734397509325
Jonathan Bender,2010,262,3.9000000000000004, 0.9551500324495725
Josh Boone,2010,256,9.0, 1.0150104476249484
Ryan Bowen,2010,507,12.6, 1.9273851791925933
Primož Brezec,2010,342,10.9, 1.3381135256492862
Devin Brown,2010,465,13.1, 1.7920773767588067
Mardy Collins,2010,189,-1.6, 0.6196722228575898
JamesOn Curry,2010,1,0.0, 0.00395998234219958
Paul Davis,2010,82,0.4, 0.2863955585769884
Ricky Davis,2010,736,28.2, 2.953736288712994
Yakhouba Diawara,2010,187,1.6, 0.6632477418268095
Travis Diener,2010,179,5.7, 0.7005419436879405
Michael Finley,2010,1103,85.30000000000001, 5.104085250774554
Devean George,2010,630,18.299999999999997, 2.436467140538334
J.R. Giddens,2010,38,0.1, 0.13167114912816952
Trey Gilder,2010,2,0.0, 0.00736907325129049
Taylor Griffin,2010,8,0.0, 0.027823618705835943
Malik Hairston,2010,62,0.7999999999999999, 0.22451295299359542
Marcus Haislip,2010,89,0.5, 0.31183399809023105
Jason Hart,2010,341,8.700000000000001, 1.3000587654488567
Trenton Hassell,2010,644,13.8, 2.4133282715333233
Jarvis Hayes,2010,427,10.2, 1.6168626308747696
Chris Hunter,2010,60,1.3, 0.2255687869234451
Lindsey Hunter,2010,937,32.800000000000004, 3.711404506322157
Othello Hunter,2010,23,0.2, 0.08210958864141217
Steven Hunter,2010,400,10.6, 1.5311163889277402
Allen Iverson,2010,914,98.9, 4.6739402973028294
Cedric Jackson,2010,12,-0.2, 0.038310376042986975
Nathan Jawai,2010,45,0.19999999999999998, 0.15710958864141217
Anthony Johnson,2010,793,23.200000000000003, 3.0693143130508616
Dwayne Jones,2010,82,1.4000000000000001, 0.3021435900730514
Coby Karl,2010,24,0.0, 0.08236907325129048
Oliver Lafayette,2010,1,0.0, 0.00395998234219958
Marcus Landry,2010,18,-0.1, 0.060339724647138736
Desmond Mason,2010,643,23.2, 2.5579506766872244
Sean May,2010,119,2.6, 0.44717759150469066
Randolph Morris,2010,74,-2.7755575615628914e-17, 0.2528236187058359
Adam Morrison,2010,161,-1.5, 0.5257924805526506
Ronald Murray,2010,487,8.4, 1.7930616287273105
Rasho Nesterović,2010,811,39.9, 3.3936700753987497
Patrick O'Bryant,2010,90,0.5, 0.31524308899932196
Kevin Ollie,2010,662,14.600000000000001, 2.48729033309381
Oleksiy Pecherov,2010,111,0.6, 0.3884088012398374
Chris Richard,2010,70,0.7, 0.25021087711671636
Kareem Rush,2010,346,1.7999999999999998, 1.2084428026714766
Kenny Thomas,2010,632,31.199999999999996, 2.6464349286557285
Tim Thomas,2010,824,35.2, 3.363972509185435
Alando Tucker,2010,51,0.30000000000000004, 0.17913893724556393
Roko Ukić,2010,85,-0.2, 0.2871740124066233
Mike Wilks,2010,233,2.5, 0.834239151991448
Marcus Williams,2010,216,-0.1, 0.7353397246471387
Alex Acker,2009,30,-0.2, 0.0997319501644034
Hassan Adams,2009,73,0.8, 0.2620708907513755
Brent Barry,2009,912,70.7, 4.223085565053451
Maceo Baston,2009,105,2.3, 0.39478384708637904
Mark Blount,2009,605,18.699999999999996, 2.3575970181672665
Calvin Booth,2009,366,8.1, 1.3758951570362719
Bruce Bowen,2009,873,43.00000000000001, 3.653910547157961
Andre Brown,2009,75,0.30000000000000004, 0.2610150568215258
Dee Brown,2009,676,33.5, 2.832713338854453
Greg Buckner,2009,570,20.7, 2.269774899341211
Speedy Claxton,2009,334,14.2, 1.362867240071347
Joe Crawford,2009,2,0.0, 0.0074270110090705384
Javaris Crittenton,2009,113,0.1, 0.38741090506776776
Austin Croshere,2009,659,27.600000000000005, 2.6818454075731366
Jermareo Davidson,2009,52,0.0, 0.177881556463616
Juan Dixon,2009,436,6.299999999999999, 1.5861850639797217
Quincy Douby,2009,143,0.0, 0.4881088291908887
Desmon Farmer,2009,11,-0.1, 0.03653402604128242
Adonal Foyle,2009,733,18.7, 2.793960654530903
Thomas Gardner,2009,20,-0.30000000000000004, 0.064066237923888
Eddie Gill,2009,187,1.9000000000000001, 0.6680300890334083
Matt Harpring,2009,665,42.00000000000001, 2.929071606570989
Walter Herrmann,2009,152,4.1, 0.5833575765065652
Steven Hill,2009,1,0.0, 0.004017920099979629
Bobby Jackson,2009,755,31.5, 3.070535457680509
Jerome James,2009,358,2.8999999999999995, 1.266732665984017
Marko Jarić,2009,447,12.0, 1.713448843507281
Dontell Jefferson,2009,6,0.2, 0.02421298094464677
Linton Johnson,2009,151,2.6999999999999997, 0.557901241502986
Damon Jones,2009,657,27.999999999999996, 2.6813264383533797
Fred Jones,2009,430,16.4, 1.7247856366354128
Tarence Kinsey,2009,109,1.5, 0.39582178552589226
Brevin Knight,2009,729,32.6, 2.9992219286898147
Rob Kurz,2009,40,0.7, 0.1479960876017692
Tyronn Lue,2009,554,19.599999999999998, 2.197906610150087
Mark Madsen,2009,453,8.2, 1.674060869276787
Stephon Marbury,2009,846,77.6, 4.106746982376286
Donyell Marshall,2009,957,58.89999999999999, 4.190667884308999
Rashad McCants,2009,249,3.5999999999999996, 0.9061653789403518
Chris Mihm,2009,436,13.5, 1.6995708907513754
Darius Miles,2009,446,9.5, 1.6706696738580327
Cuttino Mobley,2009,747,52.2, 3.369246982376286
Dikembe Mutombo,2009,1196,117.0, 5.9204012415029865
DeMarcus Nelson,2009,13,-0.3, 0.04020260156025164
Demetris Nichols,2009,18,-0.2, 0.058822859255312485
Gabe Pruitt,2009,62,0.5, 0.21984648130255657
Jeremy Richardson,2009,45,-0.30000000000000004, 0.14929351065116073
Anthony Roberson,2009,65,0.5, 0.23007375402982932
Malik Rose,2009,813,26.5, 3.189522572927467
Michael Ruffin,2009,414,6.7, 1.5174842765781469
Cheikh Samb,2009,22,-0.1, 0.07403402604128242
Mouhamed Sene,2009,47,0.4, 0.16713531451658664
Walter Sharpe,2009,8,-0.1, 0.026306753314009692
Cedric Simmons,2009,75,0.09999999999999998, 0.2578654505223132
Courtney Sims,2009,5,0.0, 0.017654283736343264
Sean Singletary,2009,37,0.0, 0.12674519282725236
Will Solomon,2009,115,0.0, 0.39265428373634326
Robert Swift,2009,97,1.6, 0.3564874977664077
Stromile Swift,2009,547,21.4, 2.202389430479364
Wally Szczerbiak,2009,651,53.4, 3.060871892898834
Mike Taylor,2009,51,-0.4, 0.1681732529560999
Jacque Vaughn,2009,776,15.299999999999999, 2.8870082565351978
Jake Voskuhl,2009,450,11.7, 1.7189517067857347
Lorenzen Wright,2009,778,30.499999999999996, 3.133196517093537
Sun Yue,2009,10,-0.1, 0.03312493513219151
Shareef Abdur-Rahim,2008,830,71.10000000000001, 3.9499033542313793
Lance Allred,2008,3,0.0, 0.010900133043118466
Derek Anderson,2008,615,43.699999999999996, 2.785452745784707
Darrell Armstrong,2008,840,49.699999999999996, 3.64698638930654
James Augustine,2008,27,0.3, 0.09744272431011917
Andre Barrett,2008,67,0.30000000000000004, 0.23380636067375554
P.J. Brown,2008,1089,89.7, 5.1257712855126965
Sam Cassell,2008,993,87.80000000000001, 4.7685772983974495
Guillermo Díaz,2008,6,0.0, 0.02112740577039119
Dan Dickau,2008,300,5.8, 1.1147387157202837
Kaniel Dickens,2008,19,0.0, 0.06544558758857301
Michael Doleac,2008,587,12.7, 2.2018092239522096
Nick Fazekas,2008,26,0.8, 0.10190764914905977
Richie Frahm,2008,140,2.8, 0.5220400757775494
Steve Francis,2008,576,54.1, 2.8162777278892177
Jorge Garbajosa,2008,74,3.1, 0.3017644852263683
Pat Garrity,2008,552,18.700000000000003, 2.1769792311104057
Gordan Giriček,2008,384,8.0, 1.4357480213752585
Taurean Green,2008,17,-0.1, 0.0570526026207849
Adrian Griffin,2008,477,16.3, 1.8835021373380363
Anfernee Hardaway,2008,704,62.00000000000001, 3.377050813071752
Othella Harrington,2008,709,23.099999999999998, 2.7814978424203556
David Harrison,2008,189,3.0999999999999996, 0.6938099397718229
Robert Horry,2008,1107,66.60000000000001, 4.823355394317278
Troy Hudson,2008,517,10.6, 1.9301019941741133
Luke Jackson,2008,595,22.6, 2.3849874630359604
Casey Jacobsen,2008,287,6.2, 1.076719746500527
Alexander Johnson,2008,102,1.5, 0.37202218028721296
DerMarr Johnson,2008,344,6.400000000000001, 1.2741875346179214
Bobby Jones,2008,865,74.6, 4.124339646285781
Eddie Jones,2008,954,100.49999999999999, 4.835622752942904
Viktor Khryapa,2008,143,2.0, 0.5196689233079718
Raef LaFrentz,2008,563,39.5, 2.542038286228516
Keith Langford,2008,2,0.0, 0.007491042134027558
Stéphane Lasme,2008,16,0.3, 0.05994272431011918
Darrick Martin,2008,514,9.6, 1.9041266899507776
Jelani McCoy,2008,260,5.1, 0.9673514573094034
Jeff McInnis,2008,576,23.0, 2.3265139483616584
Alonzo Mourning,2008,838,89.7, 4.2700894673308785
Boštjan Nachbar,2008,317,8.8, 1.2199373556630182
Juan Carlos Navarro,2008,82,1.4, 0.3022655589557885
Ira Newble,2008,380,9.299999999999999, 1.442584098683777
Bo Outlaw,2008,914,50.9, 3.918156754374543
Andre Owens,2008,54,0.2, 0.18791337570596742
Smush Parker,2008,274,7.5, 1.0528740056272272
Ruben Patterson,2008,649,35.2, 2.767503568977263
Kosta Perović,2008,7,0.0, 0.0245364966794821
Eric Piatkowski,2008,789,31.0, 3.178634563966526
Scot Pollard,2008,506,26.5, 2.142995694961515
Kasib Powell,2008,11,0.0, 0.03817286031584574
Eric Snow,2008,846,43.49999999999999, 3.569803139485495
Kirk Snyder,2008,211,4.5, 0.7908571838663111
Awvee Storey,2008,60,0.30000000000000004, 0.20994272431011918
Damon Stoudamire,2008,878,55.5, 3.86787042652916
Salim Stoudamire,2008,157,2.3, 0.5721206054840634
D.J. Strawberry,2008,33,-0.2, 0.11002325401663313
Billy Thomas,2008,53,0.5, 0.18922869424569544
Marcus Vinicius,2008,26,0.2, 0.09245883025142197
Antoine Walker,2008,893,38.10000000000001, 3.644991042134028
Darius Washington,2008,18,0.0, 0.062036496679482106
Chris Webber,2008,831,84.5, 4.1643360671877145
Bonzi Wells,2008,591,29.400000000000006, 2.4784377135728253
Aaron Williams,2008,715,28.8, 2.89171616740246
Justin Williams,2008,49,1.1, 0.18504114950696957
Loren Woods,2008,215,3.1999999999999997, 0.7840211065577929
Rafael Araújo,2007,139,-0.4000000000000001, 0.4683080494182111
Esteban Batista,2007,70,0.30000000000000004, 0.24410439873818243
Will Blalock,2007,14,-0.1, 0.04689609523066633
Cedric Bozeman,2007,23,-0.3, 0.0744283071132719
Pat Burke,2007,127,-0.09999999999999998, 0.43212336795793904
Jackie Butler,2007,69,1.4000000000000001, 0.2580181424747608
Kelvin Cato,2007,541,28.6, 2.2954555082585837
Doug Christie,2007,827,55.7, 3.6972271618018904
Dale Davis,2007,1094,86.70000000000002, 5.095643410907116
Daniel Ewing,2007,127,0.8, 0.4462965963043957
Danny Fortson,2007,440,22.4, 1.853499531164811
Matt Freije,2007,42,-0.6, 0.1344766249371803
Andreas Glyniadakis,2007,13,-0.2, 0.04191220117196913
Lynn Greer,2007,41,0.7, 0.15153997497297128
Eddie Griffin,2007,303,10.8, 1.2037769112650258
Mike Hall,2007,2,0.0, 0.007561807471181726
Junior Harrington,2007,140,-0.9, 0.46384312457927046
Alan Henderson,2007,652,28.1, 2.6659905834196427
Robert Hite,2007,12,-0.2, 0.03850311026287821
Julius Hodge,2007,23,0.0, 0.0791527165620908
Mile Ilić,2007,5,-0.2, 0.014639473899241853
Marc Jackson,2007,387,13.0, 1.5247862169200006
Šarūnas Jasikevičius,2007,138,4.4, 0.5404895096902225
Jumaine Jones,2007,471,15.100000000000001, 1.8442207194253695
Yaroslav Korolev,2007,34,0.0, 0.11665271656209081
James Lang,2007,11,0.1, 0.03981842880260621
Randy Livingston,2007,203,2.4, 0.7305843557890056
Renaldo Major,2007,1,-0.1, 0.002577913412484517
Damir Markota,2007,30,-0.2, 0.09986674662651457
Rawle Marshall,2007,63,0.2, 0.21866595922493978
Chris McCray,2007,5,-0.1, 0.016214277048848154
Ivan McFarlin,2007,11,0.1, 0.03981842880260621
Aaron McKie,2007,793,40.0, 3.334073976404611
Keith McLeod,2007,200,1.9, 0.7124830673137015
Stanislav Medvedenko,2007,263,6.0, 0.991822723720287
David Noel,2007,68,0.4, 0.2388610200696069
Michael Olowokandi,2007,500,2.5, 1.7446591589386118
Scott Padgett,2007,448,13.1, 1.7343155655241524
Gary Payton,2007,1335,145.50000000000006, 6.8432185719665295
Kevinn Pinkney,2007,6,0.2, 0.024347777406757958
Vitaly Potapenko,2007,610,15.5, 2.324383568387431
Roger Powell,2007,3,-0.1, 0.009396095230666333
Allan Ray,2007,47,0.6, 0.17041971727791042
Justin Reed,2007,136,0.5, 0.472254005037395
Jared Reiner,2007,46,-0.1, 0.1559870043215754
Lawrence Roberts,2007,87,2.5, 0.33670461348406644
Bernard Robinson,2007,128,2.1, 0.4701781281583685
Clifford Robinson,2007,1380,89.6, 6.116312702245698
Jalen Rose,2007,923,47.19999999999999, 3.8906416213580823
Jamal Sampson,2007,72,1.3, 0.26667061205242726
Luke Schenscher,2007,31,0.3, 0.11114985328363698
Wayne Simien,2007,51,0.8, 0.18720568721348665
Uroš Slokar,2007,20,0.1, 0.07050024698442438
Steven Smith,2007,8,-0.1, 0.02644154977612088
Pape Sow,2007,76,0.8999999999999999, 0.2740077630903657
Vassilis Spanoulis,2007,31,-0.1, 0.10485064068521179
Mike Sweetney,2007,233,7.699999999999999, 0.9163216499908667
Donell Taylor,2007,98,0.0, 0.33483453474390895
Maurice Taylor,2007,534,9.9, 1.9771036829185689
Dijon Thompson,2007,16,0.2, 0.05843868649766705
Jake Tsakalidis,2007,315,9.9, 1.2305127738276598
Dajuan Wagner,2007,103,-5.551115123125783e-17, 0.35187998928936354
David Wesley,2007,949,61.4, 4.2029000322385395
Alvin Williams,2007,460,21.5, 1.9075081210001725
Eric Williams,2007,658,23.1, 2.6077049713938734
Shammond Williams,2007,325,8.899999999999999, 1.248855651422506
Corliss Williamson,2007,822,34.70000000000001, 3.349473045839113
Kevin Willis,2007,1424,81.89999999999999, 6.145052859726013
Bracey Wright,2007,26,0.5, 0.09725400503739504
Shandon Anderson,2006,719,23.6, 2.8236117403890804
Martynas Andriuškevičius,2006,6,0.0, 0.02127637890017596
Stacey Augmon,2006,1001,43.80000000000001, 4.1030856129731905
Vin Baker,2006,791,47.099999999999994, 3.439145026001106
Jon Barry,2006,821,37.39999999999999, 3.3886618477620227
Eddie Basden,2006,19,0.2, 0.06874416701757038
Lonny Baxter,2006,162,2.9, 0.5987638520569404
Michael Bradley,2006,173,1.9000000000000001, 0.6205158205608774
Rick Brunson,2006,337,3.499999999999999, 1.2048035800454873
Antonio Burks,2006,81,0.09999999999999998, 0.27853300023160044
Kevin Burleson,2006,39,-0.2, 0.13062677260096334
Žarko Čabarkapa,2006,150,1.2000000000000002, 0.5310831076045425
Calbert Cheaney,2006,825,23.3, 3.1802509673038983
Mateen Cleaves,2006,167,-0.7999999999999999, 0.5575415900669619
Antonio Davis,2006,903,59.6, 4.017813601520077
Tony Delk,2006,545,19.599999999999998, 2.1674377962230107
John Edwards,2006,65,0.1, 0.2239875456861459
Howard Eisley,2006,786,19.5, 2.987453902164313
Noel Felix,2006,12,-0.3, 0.03700651490590252
Gerald Fitch,2006,18,0.1, 0.06376027295887318
Marcus Fizer,2006,289,2.7, 1.0285687912122734
Sharrod Ford,2006,3,0.0, 0.011049106172903236
Deng Gai,2006,2,0.0, 0.007640015263812328
Reece Gaines,2006,71,-0.6, 0.2334184690934472
Anthony Goldwire,2006,266,6.5, 1.0100022199882217
Brian Grant,2006,756,54.599999999999994, 3.4379370804033975
Devin Green,2006,27,-0.1, 0.09129248484147875
Anthony Grundy,2006,12,0.2, 0.04488053065393401
Zendon Hamilton,2006,134,3.1, 0.5064589129016075
Randy Holcomb,2006,4,0.0, 0.014458197081994147
Jermaine Jackson,2006,135,1.0000000000000002, 0.47679713766896625
Jim Jackson,2006,885,35.9, 3.5832216186997465
Ervin Johnson,2006,845,37.8, 3.4767792421786297
Mario Kasun,2006,73,0.8999999999999999, 0.2638586981557236
Toni Kukoč,2006,846,59.800000000000004, 3.8266450260011062
Maciej Lampe,2006,64,-0.20000000000000004, 0.21585404532823607
Voshon Lenard,2006,565,29.7, 2.3946747325150652
Arvydas Macijauskas,2006,19,0.0, 0.06559456071835779
Walter McCarty,2006,593,13.8, 2.2397355771822087
Aaron Miles,2006,19,0.0, 0.06559456071835779
Sergei Monia,2006,26,-0.2, 0.08630859078278155
Terence Morris,2006,139,1.0, 0.49043350130532987
Lamond Murray,2006,736,19.800000000000004, 2.8217237661585868
Boniface N'Dong,2006,23,0.2, 0.08238053065393401
Lee Nailon,2006,306,8.1, 1.1715627067455587
Moochie Norris,2006,445,10.000000000000002, 1.6753476029517147
Greg Ostertag,2006,756,33.8, 3.110378025285287
Milt Palacio,2006,470,3.9000000000000004, 1.6645118835530035
Zoran Planinić,2006,148,1.6, 0.5305641383847858
Pavel Podkolzin,2006,6,-0.1, 0.01970157575056966
Laron Profit,2006,135,0.7, 0.47207272822014734
Željko Rebrača,2006,215,8.2, 0.8629102371678925
Bryon Russell,2006,841,47.5, 3.615898784054077
Melvin Sanders,2006,16,0.2, 0.058516894290297654
Alex Scales,2006,1,0.0, 0.004230924354721419
Ha Seung-Jin,2006,46,-0.2, 0.1544904089645997
Charles Smith,2006,779,43.3, 3.338393415406976
Donta Smith,2006,61,0.5, 0.21665039464820748
Chris Taft,2006,17,0.5, 0.06665039464820746
James Thomas,2006,33,0.4, 0.1196210460440557
John Thomas,2006,208,3.1999999999999997, 0.7603064433239412
Nikoloz Tskitishvili,2006,172,-1.6, 0.561988619415566
Nick Van Exel,2006,880,55.9, 3.8811367940755517
Keith Van Horn,2006,575,41.7, 2.61774201955873
Jackson Vroman,2006,87,0.0, 0.2974127425365396
Samaki Walker,2006,445,14.4, 1.744638941534392
Matt Walsh,2006,2,0.0, 0.007640015263812328
Jiří Welsch,2006,247,5.699999999999999, 0.932631067518644
Robert Whaley,2006,23,0.0, 0.07923092435472141
Qyntel Woods,2006,167,1.3, 0.5906124562086942
Derrick Zimmerman,2006,2,0.0, 0.007640015263812328
Cory Alexander,2005,307,3.0000000000000004, 1.0947432700027107
Kenny Anderson,2005,858,62.3, 3.907010628628337
